track_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
She Got Harder,Gøggs,spotify:track:5r7LQNDdrPMqpwI2B2933r,0.325,0.926,0,-5.493,1,0.0731,0.0747,0.000792,0.567,0.451,180.907,audio_features,5r7LQNDdrPMqpwI2B2933r,https://api.spotify.com/v1/tracks/5r7LQNDdrPMqpwI2B2933r,https://api.spotify.com/v1/audio-analysis/5r7LQNDdrPMqpwI2B2933r,120387,4
She Said,Plan B,spotify:track:67Gq5VkaSqNSnkQZGAKF2d,0.718,0.532,3,-6.319,0,0.156,0.284,1.69e-06,0.15,0.815,146.953,audio_features,67Gq5VkaSqNSnkQZGAKF2d,https://api.spotify.com/v1/tracks/67Gq5VkaSqNSnkQZGAKF2d,https://api.spotify.com/v1/audio-analysis/67Gq5VkaSqNSnkQZGAKF2d,208685,4
Tear You Apart,She Wants Revenge,spotify:track:5uahjiKiYXxGlF4GdnKPNv,0.584,0.724,1,-6.622,0,0.0354,0.000528,2.14e-05,0.402,0.538,152.998,audio_features,5uahjiKiYXxGlF4GdnKPNv,https://api.spotify.com/v1/tracks/5uahjiKiYXxGlF4GdnKPNv,https://api.spotify.com/v1/audio-analysis/5uahjiKiYXxGlF4GdnKPNv,284613,4
She Was Naked,Supersister,spotify:track:49tmgkJopYe6tJbJmXJHNc,0.25,0.469,0,-10.54,1,0.0358,0.0838,0.0204,0.111,0.336,174.244,audio_features,49tmgkJopYe6tJbJmXJHNc,https://api.spotify.com/v1/tracks/49tmgkJopYe6tJbJmXJHNc,https://api.spotify.com/v1/audio-analysis/49tmgkJopYe6tJbJmXJHNc,223627,4
She Bop,Cyndi Lauper,spotify:track:4mhIed8oGCswH4d5pxClnv,0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,audio_features,4mhIed8oGCswH4d5pxClnv,https://api.spotify.com/v1/tracks/4mhIed8oGCswH4d5pxClnv,https://api.spotify.com/v1/audio-analysis/4mhIed8oGCswH4d5pxClnv,229267,4
X Marks the Spot,Ghostpoet,spotify:track:3ltP3aaxTS5Hd1I4KNJe5i,0.609,0.648,0,-11.033,0,0.039,0.527,0.0515,0.119,0.365,119.981,audio_features,3ltP3aaxTS5Hd1I4KNJe5i,https://api.spotify.com/v1/tracks/3ltP3aaxTS5Hd1I4KNJe5i,https://api.spotify.com/v1/audio-analysis/3ltP3aaxTS5Hd1I4KNJe5i,230618,4
Shedding Skin,Ghostpoet,spotify:track:6kPvmQ1UTQYbnOq1TMxnJM,0.463,0.279,9,-14.247,0,0.0339,0.868,0.569,0.0966,0.066,141.642,audio_features,6kPvmQ1UTQYbnOq1TMxnJM,https://api.spotify.com/v1/tracks/6kPvmQ1UTQYbnOq1TMxnJM,https://api.spotify.com/v1/audio-analysis/6kPvmQ1UTQYbnOq1TMxnJM,264084,4
Shedding Skin,Melanie De Biasio,spotify:track:6kPvmQ1UTQYbnOq1TMxnJM,0.463,0.279,9,-14.247,0,0.0339,0.868,0.569,0.0966,0.066,141.642,audio_features,6kPvmQ1UTQYbnOq1TMxnJM,https://api.spotify.com/v1/tracks/6kPvmQ1UTQYbnOq1TMxnJM,https://api.spotify.com/v1/audio-analysis/6kPvmQ1UTQYbnOq1TMxnJM,264084,4
Ghetto Letto,Barry White,spotify:track:7my5XVMRoprfIu93YZcFkT,0.721,0.901,1,-7.363,1,0.0779,0.298,0.0754,0.353,0.968,84.757,audio_features,7my5XVMRoprfIu93YZcFkT,https://api.spotify.com/v1/tracks/7my5XVMRoprfIu93YZcFkT,https://api.spotify.com/v1/audio-analysis/7my5XVMRoprfIu93YZcFkT,357000,4
Change in Mood,Kids In The Kitchen,spotify:track:2PokM5DfJJW20jQOyVVxPJ,0.385,0.634,0,-11.313,1,0.0368,0.147,0.00566,0.138,0.628,147.133,audio_features,2PokM5DfJJW20jQOyVVxPJ,https://api.spotify.com/v1/tracks/2PokM5DfJJW20jQOyVVxPJ,https://api.spotify.com/v1/audio-analysis/2PokM5DfJJW20jQOyVVxPJ,225333,4
River Rat Jimmy,Kelly Joe Phelps,spotify:track:74xCyepYfLqzBC6MJ2uX3D,0.435,0.187,0,-16.349,0,0.0378,0.897,0.00112,0.129,0.629,110.121,audio_features,74xCyepYfLqzBC6MJ2uX3D,https://api.spotify.com/v1/tracks/74xCyepYfLqzBC6MJ2uX3D,https://api.spotify.com/v1/audio-analysis/74xCyepYfLqzBC6MJ2uX3D,212507,4
Lorelei,Them Vibes,spotify:track:6o5OjVPKslmQfUQeZMY8UL,0.618,0.681,7,-8.094,1,0.0347,0.277,0.00378,0.095,0.624,112.497,audio_features,6o5OjVPKslmQfUQeZMY8UL,https://api.spotify.com/v1/tracks/6o5OjVPKslmQfUQeZMY8UL,https://api.spotify.com/v1/audio-analysis/6o5OjVPKslmQfUQeZMY8UL,158339,4
Sand Lake,The Crooked Jades,spotify:track:6639WM1L1jZQpRQpDtbsoU,0.624,0.647,9,-7.093,1,0.0384,0.881,0.0155,0.0598,0.805,112.115,audio_features,6639WM1L1jZQpRQpDtbsoU,https://api.spotify.com/v1/tracks/6639WM1L1jZQpRQpDtbsoU,https://api.spotify.com/v1/audio-analysis/6639WM1L1jZQpRQpDtbsoU,143987,4
Tropical Hot Dog Night,Captain Beefheart & His Magic Band,spotify:track:4H9f3Oye4Qv3tw40FufclN,0.597,0.732,7,-12.104,1,0.104,0.651,0.00592,0.533,0.85,100.35,audio_features,4H9f3Oye4Qv3tw40FufclN,https://api.spotify.com/v1/tracks/4H9f3Oye4Qv3tw40FufclN,https://api.spotify.com/v1/audio-analysis/4H9f3Oye4Qv3tw40FufclN,288533,4
Harry Irene,Captain Beefheart & His Magic Band,spotify:track:23YkAoitytGMBkqRbNW3WP,0.676,0.282,7,-13.733,1,0.0379,0.794,0.0,0.0526,0.431,104.093,audio_features,23YkAoitytGMBkqRbNW3WP,https://api.spotify.com/v1/tracks/23YkAoitytGMBkqRbNW3WP,https://api.spotify.com/v1/audio-analysis/23YkAoitytGMBkqRbNW3WP,222533,4
When I See Mommy I Feel Like A Mummy,Captain Beefheart & His Magic Band,spotify:track:3hNoxjtbBqMSuFiEILNGzv,0.491,0.582,1,-13.228,0,0.126,0.635,0.095,0.14,0.777,152.252,audio_features,3hNoxjtbBqMSuFiEILNGzv,https://api.spotify.com/v1/tracks/3hNoxjtbBqMSuFiEILNGzv,https://api.spotify.com/v1/audio-analysis/3hNoxjtbBqMSuFiEILNGzv,303867,4
For the Love of Money,The O'Jays,spotify:track:3p1JoOEhVkEnTaa4JzTMSk,0.679,0.802,0,-7.739,1,0.0406,0.236,2.33e-06,0.132,0.894,97.375,audio_features,3p1JoOEhVkEnTaa4JzTMSk,https://api.spotify.com/v1/tracks/3p1JoOEhVkEnTaa4JzTMSk,https://api.spotify.com/v1/audio-analysis/3p1JoOEhVkEnTaa4JzTMSk,439867,4
Sound of Love,Husky Rescue,spotify:track:39LNOV4WxtVLgCextuji2D,0.705,0.522,8,-8.987,0,0.0398,0.112,0.0809,0.103,0.58,119.892,audio_features,39LNOV4WxtVLgCextuji2D,https://api.spotify.com/v1/tracks/39LNOV4WxtVLgCextuji2D,https://api.spotify.com/v1/audio-analysis/39LNOV4WxtVLgCextuji2D,254370,4
Beautiful My Monster,Husky Rescue,spotify:track:6ygxJp8SaWY4HI1SCSV2mk,0.615,0.307,6,-11.904,0,0.0379,0.111,0.864,0.0753,0.0985,124.03,audio_features,6ygxJp8SaWY4HI1SCSV2mk,https://api.spotify.com/v1/tracks/6ygxJp8SaWY4HI1SCSV2mk,https://api.spotify.com/v1/audio-analysis/6ygxJp8SaWY4HI1SCSV2mk,257933,4
Dedicated to the One I Love - Rerecorded Version,The Shirelles,spotify:track:365aSqfttyHcCsUZyJqVlg,0.606,0.373,10,-8.723,1,0.0362,0.689,0.0,0.609,0.617,73.749,audio_features,365aSqfttyHcCsUZyJqVlg,https://api.spotify.com/v1/tracks/365aSqfttyHcCsUZyJqVlg,https://api.spotify.com/v1/audio-analysis/365aSqfttyHcCsUZyJqVlg,136733,4
Anti Newton,Tujiko Noriko,spotify:track:76ngH83r7k0rLxH19cBXgl,0.652,0.54,7,-13.023,0,0.0413,0.285,0.00275,0.159,0.289,127.04,audio_features,76ngH83r7k0rLxH19cBXgl,https://api.spotify.com/v1/tracks/76ngH83r7k0rLxH19cBXgl,https://api.spotify.com/v1/audio-analysis/76ngH83r7k0rLxH19cBXgl,254120,4
May I? - 2003 Remaster,Kevin Ayers,spotify:track:64DkUADFBHKvEjEbh0cXcl,0.54,0.349,0,-17.387,1,0.0347,0.777,0.885,0.118,0.401,107.92,audio_features,64DkUADFBHKvEjEbh0cXcl,https://api.spotify.com/v1/tracks/64DkUADFBHKvEjEbh0cXcl,https://api.spotify.com/v1/audio-analysis/64DkUADFBHKvEjEbh0cXcl,241012,4
What I Am,Edie Brickell & New Bohemians,spotify:track:6X1mtEmDPmg4Qp0s8QwACQ,0.679,0.68,11,-11.702,0,0.0616,0.613,6.21e-05,0.0523,0.574,88.917,audio_features,6X1mtEmDPmg4Qp0s8QwACQ,https://api.spotify.com/v1/tracks/6X1mtEmDPmg4Qp0s8QwACQ,https://api.spotify.com/v1/audio-analysis/6X1mtEmDPmg4Qp0s8QwACQ,297867,4
Serenade,Midaircondo,spotify:track:0ysra0l9E4x6KKjqOnWj0M,0.217,0.371,4,-11.113,0,0.0325,0.91,0.853,0.1,0.348,128.752,audio_features,0ysra0l9E4x6KKjqOnWj0M,https://api.spotify.com/v1/tracks/0ysra0l9E4x6KKjqOnWj0M,https://api.spotify.com/v1/audio-analysis/0ysra0l9E4x6KKjqOnWj0M,303560,3
This Plan,Moke,spotify:track:2ePQKL3UHCNnVM2lTrd3BM,0.457,0.862,0,-5.028,1,0.036,0.00177,0.00119,0.122,0.574,138.108,audio_features,2ePQKL3UHCNnVM2lTrd3BM,https://api.spotify.com/v1/tracks/2ePQKL3UHCNnVM2lTrd3BM,https://api.spotify.com/v1/audio-analysis/2ePQKL3UHCNnVM2lTrd3BM,221613,4
Going For Gold,Little annie,spotify:track:6h034oMAoAh7g1TDG7hYYd,0.74,0.566,10,-12.551,0,0.0521,0.00756,0.0596,0.119,0.233,117.821,audio_features,6h034oMAoAh7g1TDG7hYYd,https://api.spotify.com/v1/tracks/6h034oMAoAh7g1TDG7hYYd,https://api.spotify.com/v1/audio-analysis/6h034oMAoAh7g1TDG7hYYd,268760,4
W.O.L.D.,Harry Chapin,spotify:track:54dT74d5zcfxvvkpu7uBr5,0.67,0.55,4,-9.415,0,0.0596,0.689,0.0,0.0871,0.491,74.483,audio_features,54dT74d5zcfxvvkpu7uBr5,https://api.spotify.com/v1/tracks/54dT74d5zcfxvvkpu7uBr5,https://api.spotify.com/v1/audio-analysis/54dT74d5zcfxvvkpu7uBr5,313653,4
"Shout, Pt. 1 - Mono",The Isley Brothers,spotify:track:4TxwSYdqNZ35ggQuuD8wYy,0.412,0.945,10,-6.892,1,0.0802,0.753,0.000133,0.624,0.603,137.982,audio_features,4TxwSYdqNZ35ggQuuD8wYy,https://api.spotify.com/v1/tracks/4TxwSYdqNZ35ggQuuD8wYy,https://api.spotify.com/v1/audio-analysis/4TxwSYdqNZ35ggQuuD8wYy,136933,4
Guitar Messiah,The Chap,spotify:track:0PzLvDynv8yeMXcV6QCE7v,0.471,0.91,5,-4.943,1,0.0418,0.0557,0.0765,0.104,0.615,169.947,audio_features,0PzLvDynv8yeMXcV6QCE7v,https://api.spotify.com/v1/tracks/0PzLvDynv8yeMXcV6QCE7v,https://api.spotify.com/v1/audio-analysis/0PzLvDynv8yeMXcV6QCE7v,224137,4
Long Tall Glasses (I Can Dance),Leo Sayer,spotify:track:3IPcFlbENFQZfH82TtpZrd,0.648,0.895,9,-7.274,1,0.0651,0.245,0.000422,0.129,0.746,143.118,audio_features,3IPcFlbENFQZfH82TtpZrd,https://api.spotify.com/v1/tracks/3IPcFlbENFQZfH82TtpZrd,https://api.spotify.com/v1/audio-analysis/3IPcFlbENFQZfH82TtpZrd,194027,3
Porno 3003,ピチカート・ファイヴ,spotify:track:1CdUTDxI3bE7ABNwscilBo,0.647,0.66,7,-9.928,1,0.0724,0.0893,0.00147,0.0907,0.757,87.056,audio_features,1CdUTDxI3bE7ABNwscilBo,https://api.spotify.com/v1/tracks/1CdUTDxI3bE7ABNwscilBo,https://api.spotify.com/v1/audio-analysis/1CdUTDxI3bE7ABNwscilBo,591667,4
Not Get Caught,The Mighty Mocambos with DeRobert,spotify:track:1Rojgr5NNWESGR6XlJzkwY,0.738,0.844,2,-3.502,0,0.161,0.159,5.53e-06,0.0488,0.965,112.065,audio_features,1Rojgr5NNWESGR6XlJzkwY,https://api.spotify.com/v1/tracks/1Rojgr5NNWESGR6XlJzkwY,https://api.spotify.com/v1/audio-analysis/1Rojgr5NNWESGR6XlJzkwY,184103,4
Shuga Shack,The Getaway People,spotify:track:19JDdayAE4uQ0ydyS9wqkw,0.622,0.751,5,-7.414,1,0.0452,0.0045,0.0,0.081,0.748,92.047,audio_features,19JDdayAE4uQ0ydyS9wqkw,https://api.spotify.com/v1/tracks/19JDdayAE4uQ0ydyS9wqkw,https://api.spotify.com/v1/audio-analysis/19JDdayAE4uQ0ydyS9wqkw,215400,4
Shut Eye,Stealing Sheep,spotify:track:661hK63GhJDMoS6cMgPeWz,0.675,0.494,9,-8.028,0,0.0278,0.411,0.0,0.173,0.639,94.94,audio_features,661hK63GhJDMoS6cMgPeWz,https://api.spotify.com/v1/tracks/661hK63GhJDMoS6cMgPeWz,https://api.spotify.com/v1/audio-analysis/661hK63GhJDMoS6cMgPeWz,163297,4
Si on savait - Radio Mix,Suarez,spotify:track:6ZBiCjDbxJZIXfty8RZBoV,0.744,0.757,7,-6.621,1,0.0408,0.393,0.00389,0.121,0.859,130.984,audio_features,6ZBiCjDbxJZIXfty8RZBoV,https://api.spotify.com/v1/tracks/6ZBiCjDbxJZIXfty8RZBoV,https://api.spotify.com/v1/audio-analysis/6ZBiCjDbxJZIXfty8RZBoV,172280,4
I Second That Emotion,Japan,spotify:track:5qdM6fVRCBsutDIwBRZJVc,0.778,0.289,8,-16.531,1,0.0445,0.331,2.73e-05,0.0987,0.494,100.03,audio_features,5qdM6fVRCBsutDIwBRZJVc,https://api.spotify.com/v1/tracks/5qdM6fVRCBsutDIwBRZJVc,https://api.spotify.com/v1/audio-analysis/5qdM6fVRCBsutDIwBRZJVc,319013,4
Little Lion Man,Mumford & Sons,spotify:track:0fP0H7pj4phmIXO5wRJb2h,0.515,0.496,5,-8.018,1,0.0275,0.0244,7.24e-06,0.0895,0.442,138.61,audio_features,0fP0H7pj4phmIXO5wRJb2h,https://api.spotify.com/v1/tracks/0fP0H7pj4phmIXO5wRJb2h,https://api.spotify.com/v1/audio-analysis/0fP0H7pj4phmIXO5wRJb2h,247000,4
Sign,Man of Moon,spotify:track:3RY9s2VyyRwXLdn7lA1ddn,0.644,0.903,2,-7.358,1,0.0463,0.00472,0.603,0.135,0.443,140.999,audio_features,3RY9s2VyyRwXLdn7lA1ddn,https://api.spotify.com/v1/tracks/3RY9s2VyyRwXLdn7lA1ddn,https://api.spotify.com/v1/audio-analysis/3RY9s2VyyRwXLdn7lA1ddn,310613,4
Tyler - 2010 Digital Remaster,UB40,spotify:track:2MQV7qnlDpUc6Bk3lJwqzA,0.727,0.711,9,-11.997,0,0.0633,0.0092,0.0103,0.0662,0.768,132.913,audio_features,2MQV7qnlDpUc6Bk3lJwqzA,https://api.spotify.com/v1/tracks/2MQV7qnlDpUc6Bk3lJwqzA,https://api.spotify.com/v1/audio-analysis/2MQV7qnlDpUc6Bk3lJwqzA,351693,4
King,UB40,spotify:track:1kIrVGnCuXHTsEpkftL2NT,0.774,0.596,0,-14.093,1,0.0531,0.00192,0.0998,0.0574,0.511,136.794,audio_features,1kIrVGnCuXHTsEpkftL2NT,https://api.spotify.com/v1/tracks/1kIrVGnCuXHTsEpkftL2NT,https://api.spotify.com/v1/audio-analysis/1kIrVGnCuXHTsEpkftL2NT,275027,4
Food For Thought,UB40,spotify:track:5YkkeIiErNf2ckvMxmT5RT,0.868,0.532,7,-13.47,1,0.0848,0.00553,0.784,0.195,0.964,131.499,audio_features,5YkkeIiErNf2ckvMxmT5RT,https://api.spotify.com/v1/tracks/5YkkeIiErNf2ckvMxmT5RT,https://api.spotify.com/v1/audio-analysis/5YkkeIiErNf2ckvMxmT5RT,250107,4
She Will,Savages,spotify:track:345yzi3WeMTpMTl3Nyvjjk,0.376,0.913,7,-4.709,1,0.0563,0.000585,0.329,0.185,0.404,154.808,audio_features,345yzi3WeMTpMTl3Nyvjjk,https://api.spotify.com/v1/tracks/345yzi3WeMTpMTl3Nyvjjk,https://api.spotify.com/v1/audio-analysis/345yzi3WeMTpMTl3Nyvjjk,207067,4
The Silent Majority,Greg Russell,spotify:track:7dDauVZuvobSNFVoC9hOT3,0.625,0.584,2,-6.397,0,0.0375,0.836,0.0,0.134,0.578,135.888,audio_features,7dDauVZuvobSNFVoC9hOT3,https://api.spotify.com/v1/tracks/7dDauVZuvobSNFVoC9hOT3,https://api.spotify.com/v1/audio-analysis/7dDauVZuvobSNFVoC9hOT3,247080,4
The Silent Majority,Ciaran Algar,spotify:track:7dDauVZuvobSNFVoC9hOT3,0.625,0.584,2,-6.397,0,0.0375,0.836,0.0,0.134,0.578,135.888,audio_features,7dDauVZuvobSNFVoC9hOT3,https://api.spotify.com/v1/tracks/7dDauVZuvobSNFVoC9hOT3,https://api.spotify.com/v1/audio-analysis/7dDauVZuvobSNFVoC9hOT3,247080,4
Silent Shout,The Knife,spotify:track:5YKvnB0QFRarJ4ZMnD7fHr,0.601,0.701,2,-10.488,1,0.0394,0.107,0.89,0.123,0.388,128.559,audio_features,5YKvnB0QFRarJ4ZMnD7fHr,https://api.spotify.com/v1/tracks/5YKvnB0QFRarJ4ZMnD7fHr,https://api.spotify.com/v1/audio-analysis/5YKvnB0QFRarJ4ZMnD7fHr,293640,4
Silent Street / Silent Dub,Maximum Joy,spotify:track:0IdgJH8I8d8DxyAsue9Mbq,0.674,0.424,1,-12.157,0,0.299,0.0559,0.657,0.0806,0.653,128.568,audio_features,0IdgJH8I8d8DxyAsue9Mbq,https://api.spotify.com/v1/tracks/0IdgJH8I8d8DxyAsue9Mbq,https://api.spotify.com/v1/audio-analysis/0IdgJH8I8d8DxyAsue9Mbq,473478,3
Get Up and Boogie (That's Right),Silver Convention,spotify:track:4hBqB9ggnSW1a68UVaKqua,0.628,0.504,9,-16.117,0,0.051,0.313,0.00976,0.23,0.965,207.956,audio_features,4hBqB9ggnSW1a68UVaKqua,https://api.spotify.com/v1/tracks/4hBqB9ggnSW1a68UVaKqua,https://api.spotify.com/v1/audio-analysis/4hBqB9ggnSW1a68UVaKqua,250253,4
Dancin',Chris Isaak,spotify:track:66Rdi1iFItvjKbb5aRKPwZ,0.755,0.541,1,-12.625,1,0.0301,0.113,0.301,0.305,0.964,123.487,audio_features,66Rdi1iFItvjKbb5aRKPwZ,https://api.spotify.com/v1/tracks/66Rdi1iFItvjKbb5aRKPwZ,https://api.spotify.com/v1/audio-analysis/66Rdi1iFItvjKbb5aRKPwZ,225907,4
I Gotcha,Joe Tex,spotify:track:60gfGT5YWtGULN5AbNhNPC,0.795,0.797,10,-9.565,0,0.147,0.252,0.0,0.169,0.971,93.724,audio_features,60gfGT5YWtGULN5AbNhNPC,https://api.spotify.com/v1/tracks/60gfGT5YWtGULN5AbNhNPC,https://api.spotify.com/v1/audio-analysis/60gfGT5YWtGULN5AbNhNPC,134120,4
One Nation Under A Groove,Funkadelic,spotify:track:1RrLujJnUa4eEg4SQp9vus,0.758,0.757,4,-10.247,0,0.0403,0.31,0.000274,0.357,0.862,122.438,audio_features,1RrLujJnUa4eEg4SQp9vus,https://api.spotify.com/v1/tracks/1RrLujJnUa4eEg4SQp9vus,https://api.spotify.com/v1/audio-analysis/1RrLujJnUa4eEg4SQp9vus,447653,4
Hercules,Aaron Neville,spotify:track:33DOCxch1WRXZw4w4FXAxj,0.677,0.455,3,-13.87,0,0.0448,0.747,8.02e-05,0.0999,0.966,165.681,audio_features,33DOCxch1WRXZw4w4FXAxj,https://api.spotify.com/v1/tracks/33DOCxch1WRXZw4w4FXAxj,https://api.spotify.com/v1/audio-analysis/33DOCxch1WRXZw4w4FXAxj,254400,4
Across 110th Street,Bobby Womack,spotify:track:0oeideJf2ljoQp2JLB7cNV,0.482,0.704,11,-10.816,0,0.0516,0.138,3.14e-06,0.148,0.544,109.856,audio_features,0oeideJf2ljoQp2JLB7cNV,https://api.spotify.com/v1/tracks/0oeideJf2ljoQp2JLB7cNV,https://api.spotify.com/v1/audio-analysis/0oeideJf2ljoQp2JLB7cNV,232426,4
Superfly,Curtis Mayfield,spotify:track:59qMoWacc63YxgtJyFzapH,0.778,0.58,2,-13.598,1,0.184,0.493,9.25e-05,0.0954,0.753,119.881,audio_features,59qMoWacc63YxgtJyFzapH,https://api.spotify.com/v1/tracks/59qMoWacc63YxgtJyFzapH,https://api.spotify.com/v1/audio-analysis/59qMoWacc63YxgtJyFzapH,234546,4
Born Under A Bad Sign,The Simpsons,spotify:track:2HKd1BsrixKT9H52crf7Uz,0.731,0.518,9,-11.076,1,0.0468,0.197,0.0,0.305,0.565,90.549,audio_features,2HKd1BsrixKT9H52crf7Uz,https://api.spotify.com/v1/tracks/2HKd1BsrixKT9H52crf7Uz,https://api.spotify.com/v1/audio-analysis/2HKd1BsrixKT9H52crf7Uz,187867,4
Springfield Soul Stew,The Simpsons,spotify:track:6C6CIESnim8X49jgws6PVF,0.555,0.498,9,-13.757,1,0.0624,0.104,0.00821,0.0619,0.757,113.409,audio_features,6C6CIESnim8X49jgws6PVF,https://api.spotify.com/v1/tracks/6C6CIESnim8X49jgws6PVF,https://api.spotify.com/v1/audio-analysis/6C6CIESnim8X49jgws6PVF,157760,4
Adelita,Sergent Garcia,spotify:track:33SNB5ox4DfdCfxFlRxR5F,0.713,0.724,10,-7.572,1,0.0439,0.105,0.0,0.433,0.966,156.442,audio_features,33SNB5ox4DfdCfxFlRxR5F,https://api.spotify.com/v1/tracks/33SNB5ox4DfdCfxFlRxR5F,https://api.spotify.com/v1/audio-analysis/33SNB5ox4DfdCfxFlRxR5F,344907,4
Substitute,Clout,spotify:track:5po2HCMZvJ0aPSxRRGKm3p,0.703,0.726,4,-7.089,1,0.0245,0.0108,0.0,0.161,0.785,103.019,audio_features,5po2HCMZvJ0aPSxRRGKm3p,https://api.spotify.com/v1/tracks/5po2HCMZvJ0aPSxRRGKm3p,https://api.spotify.com/v1/audio-analysis/5po2HCMZvJ0aPSxRRGKm3p,209187,4
County Road,Jennie Stearns,spotify:track:5EO64vc8W2igvWLsUns4Vl,0.612,0.382,7,-11.395,1,0.0356,0.612,0.0135,0.106,0.633,167.905,audio_features,5EO64vc8W2igvWLsUns4Vl,https://api.spotify.com/v1/tracks/5EO64vc8W2igvWLsUns4Vl,https://api.spotify.com/v1/audio-analysis/5EO64vc8W2igvWLsUns4Vl,208307,4
Remote Luxury - 2001 Digital Remaster,The Church,spotify:track:3NFENN23FlFjPdctvvtkqP,0.42,0.559,0,-9.502,1,0.03,0.139,0.744,0.082,0.185,137.019,audio_features,3NFENN23FlFjPdctvvtkqP,https://api.spotify.com/v1/tracks/3NFENN23FlFjPdctvvtkqP,https://api.spotify.com/v1/audio-analysis/3NFENN23FlFjPdctvvtkqP,198227,4
Constant In Opal - 2001 Digital Remaster,The Church,spotify:track:29prelKKU9c4PDxNe4sQ4L,0.492,0.907,4,-5.37,0,0.0413,0.00883,0.000342,0.0774,0.86,153.065,audio_features,29prelKKU9c4PDxNe4sQ4L,https://api.spotify.com/v1/tracks/29prelKKU9c4PDxNe4sQ4L,https://api.spotify.com/v1/audio-analysis/29prelKKU9c4PDxNe4sQ4L,208573,4
Mama Don't Allow No Hydrofrackin',Colleen Kattau,spotify:track:4dsV3AAFDSznhxKI0iY8L6,0.711,0.729,0,-7.446,1,0.0303,0.766,7.69e-06,0.153,0.878,130.125,audio_features,4dsV3AAFDSznhxKI0iY8L6,https://api.spotify.com/v1/tracks/4dsV3AAFDSznhxKI0iY8L6,https://api.spotify.com/v1/audio-analysis/4dsV3AAFDSznhxKI0iY8L6,146960,4
Single Ladies (Put a Ring on It),Beyoncé,spotify:track:4za3cYXGP5ucaA6LqWMPad,0.427,0.606,1,-4.795,1,0.289,0.0325,0.0,0.153,0.271,193.214,audio_features,4za3cYXGP5ucaA6LqWMPad,https://api.spotify.com/v1/tracks/4za3cYXGP5ucaA6LqWMPad,https://api.spotify.com/v1/audio-analysis/4za3cYXGP5ucaA6LqWMPad,193493,4
Red Alert,Basement Jaxx,spotify:track:2S5CHSeaE3s6zCePzAHJuH,0.645,0.952,10,-3.45,0,0.0487,0.0487,0.000752,0.316,0.848,126.86,audio_features,2S5CHSeaE3s6zCePzAHJuH,https://api.spotify.com/v1/tracks/2S5CHSeaE3s6zCePzAHJuH,https://api.spotify.com/v1/audio-analysis/2S5CHSeaE3s6zCePzAHJuH,217120,4
Sunglasses At Night,Corey Hart,spotify:track:1QbQL5m30YNvukitIqAnFG,0.686,0.609,10,-11.469,0,0.0444,0.258,0.00015,0.113,0.719,127.736,audio_features,1QbQL5m30YNvukitIqAnFG,https://api.spotify.com/v1/tracks/1QbQL5m30YNvukitIqAnFG,https://api.spotify.com/v1/audio-analysis/1QbQL5m30YNvukitIqAnFG,320528,4
"Say Hello, Wave Goodbye - 7"" Single Version",Soft Cell,spotify:track:4ZY8ry4mzs2ecQiow1QFcr,0.191,0.442,0,-12.272,1,0.0385,0.32,0.0,0.0769,0.495,204.673,audio_features,4ZY8ry4mzs2ecQiow1QFcr,https://api.spotify.com/v1/tracks/4ZY8ry4mzs2ecQiow1QFcr,https://api.spotify.com/v1/audio-analysis/4ZY8ry4mzs2ecQiow1QFcr,327600,4
Rendez-vu,Basement Jaxx,spotify:track:2BMLPwgPr6YkgqKrV5rB3P,0.638,0.884,2,-6.064,1,0.0286,0.000731,0.921,0.183,0.427,125.327,audio_features,2BMLPwgPr6YkgqKrV5rB3P,https://api.spotify.com/v1/tracks/2BMLPwgPr6YkgqKrV5rB3P,https://api.spotify.com/v1/audio-analysis/2BMLPwgPr6YkgqKrV5rB3P,224653,4
Fine Time,New Order,spotify:track:2YmJlaNO5rDcOoy8hKxmxh,0.641,0.993,0,-7.819,1,0.0578,0.00078,0.854,0.333,0.8,125.109,audio_features,2YmJlaNO5rDcOoy8hKxmxh,https://api.spotify.com/v1/tracks/2YmJlaNO5rDcOoy8hKxmxh,https://api.spotify.com/v1/audio-analysis/2YmJlaNO5rDcOoy8hKxmxh,189587,4
Dreaming Of Me - Single Version,Depeche Mode,spotify:track:54lkyT2I8JUl5TRZiOlnUq,0.792,0.9,6,-5.121,0,0.0499,0.153,0.00786,0.0155,0.948,134.144,audio_features,54lkyT2I8JUl5TRZiOlnUq,https://api.spotify.com/v1/tracks/54lkyT2I8JUl5TRZiOlnUq,https://api.spotify.com/v1/audio-analysis/54lkyT2I8JUl5TRZiOlnUq,226893,4
New Life - Single Version,Depeche Mode,spotify:track:2KD3bvt0j9INhLu8m2sZpU,0.694,0.918,7,-4.828,1,0.0456,0.26,0.369,0.0653,0.655,156.987,audio_features,2KD3bvt0j9INhLu8m2sZpU,https://api.spotify.com/v1/tracks/2KD3bvt0j9INhLu8m2sZpU,https://api.spotify.com/v1/audio-analysis/2KD3bvt0j9INhLu8m2sZpU,225933,4
