track_name,artist_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
"Hey Leroy, Your Mama's Calling You",Jimmy Castor,spotify:track:6DPdkuilLYzkZIGr53HsrG,0.714,0.765,0,-9.38,1,0.0406,0.41,0.508,0.119,0.961,105.796,audio_features,6DPdkuilLYzkZIGr53HsrG,https://api.spotify.com/v1/tracks/6DPdkuilLYzkZIGr53HsrG,https://api.spotify.com/v1/audio-analysis/6DPdkuilLYzkZIGr53HsrG,148440,4
"Bang, Bang",Jimmy Castor,spotify:track:6puSkh7Unbn3avNFvZMZz1,0.655,0.878,3,-9.544,1,0.0312,0.833,0.000402,0.0888,0.936,129.957,audio_features,6puSkh7Unbn3avNFvZMZz1,https://api.spotify.com/v1/tracks/6puSkh7Unbn3avNFvZMZz1,https://api.spotify.com/v1/audio-analysis/6puSkh7Unbn3avNFvZMZz1,188160,4
All I Ever Wanted,The Human League,spotify:track:33g1XVNgo3lbDLeRiRQ0TL,0.649,0.789,0,-9.466,1,0.0264,0.00441,1.55e-06,0.0859,0.931,129.549,audio_features,33g1XVNgo3lbDLeRiRQ0TL,https://api.spotify.com/v1/tracks/33g1XVNgo3lbDLeRiRQ0TL,https://api.spotify.com/v1/audio-analysis/33g1XVNgo3lbDLeRiRQ0TL,234333,4
Big Time Sensuality - The Fluke Minimix,Björk,spotify:track:4Q8b1l8daZE9ALzkd6kKzL,0.644,0.785,8,-8.642,1,0.0284,0.00032,0.116,0.0451,0.668,116.938,audio_features,4Q8b1l8daZE9ALzkd6kKzL,https://api.spotify.com/v1/tracks/4Q8b1l8daZE9ALzkd6kKzL,https://api.spotify.com/v1/audio-analysis/4Q8b1l8daZE9ALzkd6kKzL,293840,4
Big Time Sensuality - The Fluke Minimix,Fluke,spotify:track:4Q8b1l8daZE9ALzkd6kKzL,0.644,0.785,8,-8.642,1,0.0284,0.00032,0.116,0.0451,0.668,116.938,audio_features,4Q8b1l8daZE9ALzkd6kKzL,https://api.spotify.com/v1/tracks/4Q8b1l8daZE9ALzkd6kKzL,https://api.spotify.com/v1/audio-analysis/4Q8b1l8daZE9ALzkd6kKzL,293840,4
Fata Morgana - Original Mix,Der Dritte Raum,spotify:track:1yzgJNsnTGZacmsrcvZL4V,0.81,0.658,2,-9.676,1,0.0463,0.00348,0.922,0.0744,0.743,126.009,audio_features,1yzgJNsnTGZacmsrcvZL4V,https://api.spotify.com/v1/tracks/1yzgJNsnTGZacmsrcvZL4V,https://api.spotify.com/v1/audio-analysis/1yzgJNsnTGZacmsrcvZL4V,339524,4
Bad Reputation,Joan Jett & the Blackhearts,spotify:track:5M5ySjWYS4s6hi2pEvEwb5,0.385,0.975,6,-4.099,1,0.192,0.00197,0.0167,0.0602,0.821,204.397,audio_features,5M5ySjWYS4s6hi2pEvEwb5,https://api.spotify.com/v1/tracks/5M5ySjWYS4s6hi2pEvEwb5,https://api.spotify.com/v1/audio-analysis/5M5ySjWYS4s6hi2pEvEwb5,170841,4
My Window,The Residents,spotify:track:61t7MU96q1DWE8eXBsUGua,0.205,0.246,8,-16.175,1,0.0313,0.245,0.602,0.111,0.0343,97.059,audio_features,61t7MU96q1DWE8eXBsUGua,https://api.spotify.com/v1/tracks/61t7MU96q1DWE8eXBsUGua,https://api.spotify.com/v1/audio-analysis/61t7MU96q1DWE8eXBsUGua,320960,3
Winchester Cathedral,Jimmy Castor,spotify:track:5fPsQzd4GMMPt7qePOxnAX,0.756,0.803,2,-9.508,0,0.0956,0.427,0.0724,0.0824,0.878,136.568,audio_features,5fPsQzd4GMMPt7qePOxnAX,https://api.spotify.com/v1/tracks/5fPsQzd4GMMPt7qePOxnAX,https://api.spotify.com/v1/audio-analysis/5fPsQzd4GMMPt7qePOxnAX,163800,4
Donna,Rubblebucket,spotify:track:5UuVuVCEag2VYp8PdWB2eB,0.572,0.942,11,-3.66,0,0.0448,0.0028,0.0559,0.35,0.814,112.014,audio_features,5UuVuVCEag2VYp8PdWB2eB,https://api.spotify.com/v1/tracks/5UuVuVCEag2VYp8PdWB2eB,https://api.spotify.com/v1/audio-analysis/5UuVuVCEag2VYp8PdWB2eB,213813,4
Braided Hair,Speech,spotify:track:43ievcG8mUfVBVn5OJkTrC,0.712,0.68,1,-8.132,1,0.0966,0.135,0.0,0.629,0.527,99.074,audio_features,43ievcG8mUfVBVn5OJkTrC,https://api.spotify.com/v1/tracks/43ievcG8mUfVBVn5OJkTrC,https://api.spotify.com/v1/audio-analysis/43ievcG8mUfVBVn5OJkTrC,243373,4
Braided Hair,Neneh Cherry,spotify:track:43ievcG8mUfVBVn5OJkTrC,0.712,0.68,1,-8.132,1,0.0966,0.135,0.0,0.629,0.527,99.074,audio_features,43ievcG8mUfVBVn5OJkTrC,https://api.spotify.com/v1/tracks/43ievcG8mUfVBVn5OJkTrC,https://api.spotify.com/v1/audio-analysis/43ievcG8mUfVBVn5OJkTrC,243373,4
#1 In Heaven,MNDR,spotify:track:1SgN3j9jMbcZuiyrSnISz9,0.634,0.708,1,-3.668,1,0.0271,0.000364,0.000803,0.129,0.253,125.981,audio_features,1SgN3j9jMbcZuiyrSnISz9,https://api.spotify.com/v1/tracks/1SgN3j9jMbcZuiyrSnISz9,https://api.spotify.com/v1/audio-analysis/1SgN3j9jMbcZuiyrSnISz9,236924,4
Meltwater,Grasscut,spotify:track:50NbWayQdJBN6bOMAX6ToV,0.546,0.646,0,-9.389,1,0.0407,0.0864,0.882,0.117,0.428,106.004,audio_features,50NbWayQdJBN6bOMAX6ToV,https://api.spotify.com/v1/tracks/50NbWayQdJBN6bOMAX6ToV,https://api.spotify.com/v1/audio-analysis/50NbWayQdJBN6bOMAX6ToV,287933,4
Thrift Shop,Tyler Ward,spotify:track:0EYKD5N0mldDeVTCzCfzqr,0.707,0.533,9,-5.794,0,0.0416,0.553,0.0,0.0926,0.472,94.987,audio_features,0EYKD5N0mldDeVTCzCfzqr,https://api.spotify.com/v1/tracks/0EYKD5N0mldDeVTCzCfzqr,https://api.spotify.com/v1/audio-analysis/0EYKD5N0mldDeVTCzCfzqr,224526,4
Thrift Shop,Lindsey Stirling,spotify:track:0EYKD5N0mldDeVTCzCfzqr,0.707,0.533,9,-5.794,0,0.0416,0.553,0.0,0.0926,0.472,94.987,audio_features,0EYKD5N0mldDeVTCzCfzqr,https://api.spotify.com/v1/tracks/0EYKD5N0mldDeVTCzCfzqr,https://api.spotify.com/v1/audio-analysis/0EYKD5N0mldDeVTCzCfzqr,224526,4
In The Street,Big Star,spotify:track:6ZtUudtvm3fmY1lH7DUyOI,0.496,0.72,0,-8.74,1,0.0396,0.00119,0.026,0.123,0.583,124.772,audio_features,6ZtUudtvm3fmY1lH7DUyOI,https://api.spotify.com/v1/tracks/6ZtUudtvm3fmY1lH7DUyOI,https://api.spotify.com/v1/audio-analysis/6ZtUudtvm3fmY1lH7DUyOI,172560,4
Doolin-Dalton,Picard,spotify:track:0Z8A6Kg5RNijfaRoGF2p64,0.463,0.576,8,-4.888,1,0.0365,0.0203,0.000149,0.12,0.0726,122.902,audio_features,0Z8A6Kg5RNijfaRoGF2p64,https://api.spotify.com/v1/tracks/0Z8A6Kg5RNijfaRoGF2p64,https://api.spotify.com/v1/audio-analysis/0Z8A6Kg5RNijfaRoGF2p64,234027,4
I Want a Beatle for Christmas,Becky Lee Beck,spotify:track:4UncGeJfZIIhAuXbINRf5E,0.632,0.723,10,-10.204,0,0.0414,0.746,4.24e-06,0.333,0.961,130.292,audio_features,4UncGeJfZIIhAuXbINRf5E,https://api.spotify.com/v1/tracks/4UncGeJfZIIhAuXbINRf5E,https://api.spotify.com/v1/audio-analysis/4UncGeJfZIIhAuXbINRf5E,114800,4
Spank - TK-Mix,"Jimmy ""Bo"" Horne",spotify:track:6SFCvojUWUqdWldrwVbOOT,0.782,0.849,2,-6.663,0,0.0381,0.49,0.0103,0.121,0.827,116.384,audio_features,6SFCvojUWUqdWldrwVbOOT,https://api.spotify.com/v1/tracks/6SFCvojUWUqdWldrwVbOOT,https://api.spotify.com/v1/audio-analysis/6SFCvojUWUqdWldrwVbOOT,302840,4
Cry Boy Cry,Blue Zoo,spotify:track:0BzPIlaQ5NGAWXmYcGxjwW,0.601,0.941,11,-3.022,0,0.0769,0.0858,8.63e-05,0.881,0.703,133.737,audio_features,0BzPIlaQ5NGAWXmYcGxjwW,https://api.spotify.com/v1/tracks/0BzPIlaQ5NGAWXmYcGxjwW,https://api.spotify.com/v1/audio-analysis/0BzPIlaQ5NGAWXmYcGxjwW,267053,4
2 Pyramids,Other Lives,spotify:track:5M6hQO5GP9LiOX1mDnCkfB,0.543,0.751,11,-8.824,0,0.0391,0.0176,0.611,0.143,0.411,100.929,audio_features,5M6hQO5GP9LiOX1mDnCkfB,https://api.spotify.com/v1/tracks/5M6hQO5GP9LiOX1mDnCkfB,https://api.spotify.com/v1/audio-analysis/5M6hQO5GP9LiOX1mDnCkfB,236554,4
Yashar,Cabaret Voltaire,spotify:track:3LcupwswRKl1ksF8moWX9H,0.51,0.868,3,-15.156,0,0.074,0.0508,0.288,0.703,0.557,110.947,audio_features,3LcupwswRKl1ksF8moWX9H,https://api.spotify.com/v1/tracks/3LcupwswRKl1ksF8moWX9H,https://api.spotify.com/v1/audio-analysis/3LcupwswRKl1ksF8moWX9H,313160,4
Sunday Sad,If,spotify:track:6rDeD5wQ1vcAMG2SpQOPed,0.302,0.701,9,-5.759,1,0.0484,0.317,0.0242,0.264,0.375,87.305,audio_features,6rDeD5wQ1vcAMG2SpQOPed,https://api.spotify.com/v1/tracks/6rDeD5wQ1vcAMG2SpQOPed,https://api.spotify.com/v1/audio-analysis/6rDeD5wQ1vcAMG2SpQOPed,503000,4
3AM,Kate Nash,spotify:track:25zeHP11go4rGsTdMmrQI7,0.584,0.733,0,-7.246,1,0.04,0.0141,0.0132,0.11,0.708,121.948,audio_features,25zeHP11go4rGsTdMmrQI7,https://api.spotify.com/v1/tracks/25zeHP11go4rGsTdMmrQI7,https://api.spotify.com/v1/audio-analysis/25zeHP11go4rGsTdMmrQI7,211480,4
Les Prisons De Nantes,Tri Yann,spotify:track:5GfBJkcVh9BYrmTssKuO2n,0.494,0.325,7,-13.474,1,0.0465,0.692,0.0,0.304,0.96,161.181,audio_features,5GfBJkcVh9BYrmTssKuO2n,https://api.spotify.com/v1/tracks/5GfBJkcVh9BYrmTssKuO2n,https://api.spotify.com/v1/audio-analysis/5GfBJkcVh9BYrmTssKuO2n,125173,4
3 O'Clock,Blonde Redhead,spotify:track:1ZWbfmoCmTmEFf02hCw2tS,0.71,0.584,8,-7.64,0,0.0267,0.577,0.00287,0.149,0.555,113.016,audio_features,1ZWbfmoCmTmEFf02hCw2tS,https://api.spotify.com/v1/tracks/1ZWbfmoCmTmEFf02hCw2tS,https://api.spotify.com/v1/audio-analysis/1ZWbfmoCmTmEFf02hCw2tS,265036,4
Sound Of The Screaming Day,Golden Earring,spotify:track:2ENmfywUgnGAyhAK9yLvLz,0.579,0.477,2,-10.853,1,0.0345,0.00611,8.87e-06,0.38,0.527,137.923,audio_features,2ENmfywUgnGAyhAK9yLvLz,https://api.spotify.com/v1/tracks/2ENmfywUgnGAyhAK9yLvLz,https://api.spotify.com/v1/audio-analysis/2ENmfywUgnGAyhAK9yLvLz,171733,4
Morning Rose,Ekseption,spotify:track:0aiMklluzV7MN7nCrz6Up1,0.39,0.645,0,-8.03,1,0.0289,0.0406,0.00107,0.134,0.471,76.974,audio_features,0aiMklluzV7MN7nCrz6Up1,https://api.spotify.com/v1/tracks/0aiMklluzV7MN7nCrz6Up1,https://api.spotify.com/v1/audio-analysis/0aiMklluzV7MN7nCrz6Up1,184507,4
On Sunday They Will Kill The World,Ekseption,spotify:track:3AP16mgHpBvJQ8wA389X66,0.249,0.739,0,-8.07,0,0.0373,0.0455,0.00432,0.232,0.566,215.994,audio_features,3AP16mgHpBvJQ8wA389X66,https://api.spotify.com/v1/tracks/3AP16mgHpBvJQ8wA389X66,https://api.spotify.com/v1/audio-analysis/3AP16mgHpBvJQ8wA389X66,204067,4
Mama's Always On Stage,Arrested Development,spotify:track:6Oz9XfeBlYgbwX8BN4uvQn,0.806,0.788,0,-12.398,1,0.0626,0.115,0.00273,0.132,0.571,124.077,audio_features,6Oz9XfeBlYgbwX8BN4uvQn,https://api.spotify.com/v1/tracks/6Oz9XfeBlYgbwX8BN4uvQn,https://api.spotify.com/v1/audio-analysis/6Oz9XfeBlYgbwX8BN4uvQn,205733,4
People Everyday,Arrested Development,spotify:track:6JvodgYcsthsORxPsEYUoe,0.839,0.508,1,-12.359,1,0.219,0.0126,3.06e-05,0.0928,0.874,80.014,audio_features,6JvodgYcsthsORxPsEYUoe,https://api.spotify.com/v1/tracks/6JvodgYcsthsORxPsEYUoe,https://api.spotify.com/v1/audio-analysis/6JvodgYcsthsORxPsEYUoe,206893,4
Mr. Wendal,Arrested Development,spotify:track:5DOYik1z3Of1wAFfY3dYbC,0.884,0.37,8,-11.353,1,0.112,0.0188,0.00423,0.026,0.883,109.997,audio_features,5DOYik1z3Of1wAFfY3dYbC,https://api.spotify.com/v1/tracks/5DOYik1z3Of1wAFfY3dYbC,https://api.spotify.com/v1/audio-analysis/5DOYik1z3Of1wAFfY3dYbC,247507,4
Tennessee,Arrested Development,spotify:track:1aaoIHFT9UqhlaEwLAhh00,0.822,0.661,1,-10.234,0,0.164,0.0241,3.95e-06,0.315,0.67,99.883,audio_features,1aaoIHFT9UqhlaEwLAhh00,https://api.spotify.com/v1/tracks/1aaoIHFT9UqhlaEwLAhh00,https://api.spotify.com/v1/audio-analysis/1aaoIHFT9UqhlaEwLAhh00,272707,4
For the Last Days / City of the Damned,Rikki And The Last Days Of Earth,spotify:track:6YLkm72GWcUeFxcmnEdfel,0.307,0.744,6,-11.687,1,0.072,0.0254,0.00463,0.0946,0.303,108.874,audio_features,6YLkm72GWcUeFxcmnEdfel,https://api.spotify.com/v1/tracks/6YLkm72GWcUeFxcmnEdfel,https://api.spotify.com/v1/audio-analysis/6YLkm72GWcUeFxcmnEdfel,277920,4
4th & Vine - Kate Tempest Version,Sinéad O'Connor,spotify:track:15GQCzXREL0v7zoWNQhyfF,0.689,0.721,2,-7.667,1,0.0996,0.538,0.000354,0.0802,0.87,80.007,audio_features,15GQCzXREL0v7zoWNQhyfF,https://api.spotify.com/v1/tracks/15GQCzXREL0v7zoWNQhyfF,https://api.spotify.com/v1/audio-analysis/15GQCzXREL0v7zoWNQhyfF,283410,4
4th & Vine - Kate Tempest Version,Kae Tempest,spotify:track:15GQCzXREL0v7zoWNQhyfF,0.689,0.721,2,-7.667,1,0.0996,0.538,0.000354,0.0802,0.87,80.007,audio_features,15GQCzXREL0v7zoWNQhyfF,https://api.spotify.com/v1/tracks/15GQCzXREL0v7zoWNQhyfF,https://api.spotify.com/v1/audio-analysis/15GQCzXREL0v7zoWNQhyfF,283410,4
Memphis Soul Stew,King Curtis,spotify:track:1zS4vAwpfubhqqePjNFXkr,0.736,0.861,4,-6.116,0,0.062,0.0714,0.335,0.0672,0.876,113.472,audio_features,1zS4vAwpfubhqqePjNFXkr,https://api.spotify.com/v1/tracks/1zS4vAwpfubhqqePjNFXkr,https://api.spotify.com/v1/audio-analysis/1zS4vAwpfubhqqePjNFXkr,182520,4
Break,Aphrodite's Child,spotify:track:7ilx8YTc6Nmg9fAMrySaAg,0.442,0.359,9,-11.451,1,0.0277,0.714,0.00804,0.192,0.202,79.348,audio_features,7ilx8YTc6Nmg9fAMrySaAg,https://api.spotify.com/v1/tracks/7ilx8YTc6Nmg9fAMrySaAg,https://api.spotify.com/v1/audio-analysis/7ilx8YTc6Nmg9fAMrySaAg,181160,4
Hungry,Dotan,spotify:track:5Va4EmNp4g8lniR5MiR4oT,0.416,0.398,10,-10.981,1,0.0471,0.657,1.25e-06,0.121,0.264,69.387,audio_features,5Va4EmNp4g8lniR5MiR4oT,https://api.spotify.com/v1/tracks/5Va4EmNp4g8lniR5MiR4oT,https://api.spotify.com/v1/audio-analysis/5Va4EmNp4g8lniR5MiR4oT,209688,3
007 (Shanty Town),Desmond Dekker,spotify:track:7LOAChK8Lkj8ZdF1LuhNWP,0.831,0.65,9,-4.508,1,0.0601,0.155,0.262,0.105,0.826,101.681,audio_features,7LOAChK8Lkj8ZdF1LuhNWP,https://api.spotify.com/v1/tracks/7LOAChK8Lkj8ZdF1LuhNWP,https://api.spotify.com/v1/audio-analysis/7LOAChK8Lkj8ZdF1LuhNWP,152867,4
007 (Shanty Town),ACES,spotify:track:7LOAChK8Lkj8ZdF1LuhNWP,0.831,0.65,9,-4.508,1,0.0601,0.155,0.262,0.105,0.826,101.681,audio_features,7LOAChK8Lkj8ZdF1LuhNWP,https://api.spotify.com/v1/tracks/7LOAChK8Lkj8ZdF1LuhNWP,https://api.spotify.com/v1/audio-analysis/7LOAChK8Lkj8ZdF1LuhNWP,152867,4
Grey Day,Madness,spotify:track:7dDqBcBTZAxF0uxkWw4n8w,0.544,0.696,2,-6.144,0,0.0333,0.05,2.62e-05,0.0798,0.587,167.686,audio_features,7dDqBcBTZAxF0uxkWw4n8w,https://api.spotify.com/v1/tracks/7dDqBcBTZAxF0uxkWw4n8w,https://api.spotify.com/v1/audio-analysis/7dDqBcBTZAxF0uxkWw4n8w,219413,4
It Must Be Love,Madness,spotify:track:3q2gRjU2UdOYRDY1p4cNHr,0.536,0.606,7,-5.364,1,0.0355,0.103,1.08e-05,0.255,0.719,146.425,audio_features,3q2gRjU2UdOYRDY1p4cNHr,https://api.spotify.com/v1/tracks/3q2gRjU2UdOYRDY1p4cNHr,https://api.spotify.com/v1/audio-analysis/3q2gRjU2UdOYRDY1p4cNHr,206267,4
"Cardiac Arrest - 12"" Extended Version",Madness,spotify:track:2LdDI7htwPD82owhVPylvA,0.663,0.617,9,-5.093,0,0.0369,0.252,0.0,0.114,0.909,122.953,audio_features,2LdDI7htwPD82owhVPylvA,https://api.spotify.com/v1/tracks/2LdDI7htwPD82owhVPylvA,https://api.spotify.com/v1/audio-analysis/2LdDI7htwPD82owhVPylvA,257893,4
Day Breaks,Richard Jobson,spotify:track:1WzbFKytvAHTmbnGwtiIw3,0.341,0.118,9,-16.88,0,0.0467,0.989,0.259,0.0944,0.0482,169.403,audio_features,1WzbFKytvAHTmbnGwtiIw3,https://api.spotify.com/v1/tracks/1WzbFKytvAHTmbnGwtiIw3,https://api.spotify.com/v1/audio-analysis/1WzbFKytvAHTmbnGwtiIw3,197560,4
Passion,The Flirts,spotify:track:1NXvMzcaELhxVOo87LUXYd,0.859,0.673,9,-11.141,1,0.0323,0.00796,0.138,0.117,0.858,119.406,audio_features,1NXvMzcaELhxVOo87LUXYd,https://api.spotify.com/v1/tracks/1NXvMzcaELhxVOo87LUXYd,https://api.spotify.com/v1/audio-analysis/1NXvMzcaELhxVOo87LUXYd,303700,4
Roodkapje,Pater Moeskroen,spotify:track:4gPO2nAc66y47KYbiCj1DT,0.739,0.799,5,-9.402,1,0.0482,0.203,2.72e-06,0.174,0.962,128.019,audio_features,4gPO2nAc66y47KYbiCj1DT,https://api.spotify.com/v1/tracks/4gPO2nAc66y47KYbiCj1DT,https://api.spotify.com/v1/audio-analysis/4gPO2nAc66y47KYbiCj1DT,221400,4
Lights Out Neon,Toffeetronic feat. Kiki Moorse,spotify:track:4lKA7msPm2tcRStLLcIqd8,0.749,0.332,0,-7.574,1,0.0534,0.0207,0.911,0.168,0.376,119.993,audio_features,4lKA7msPm2tcRStLLcIqd8,https://api.spotify.com/v1/tracks/4lKA7msPm2tcRStLLcIqd8,https://api.spotify.com/v1/audio-analysis/4lKA7msPm2tcRStLLcIqd8,351000,4
Lights Out Neon,Toffeetronic,spotify:track:4lKA7msPm2tcRStLLcIqd8,0.749,0.332,0,-7.574,1,0.0534,0.0207,0.911,0.168,0.376,119.993,audio_features,4lKA7msPm2tcRStLLcIqd8,https://api.spotify.com/v1/tracks/4lKA7msPm2tcRStLLcIqd8,https://api.spotify.com/v1/audio-analysis/4lKA7msPm2tcRStLLcIqd8,351000,4
Lights Out Neon,Kiki Moorse,spotify:track:4lKA7msPm2tcRStLLcIqd8,0.749,0.332,0,-7.574,1,0.0534,0.0207,0.911,0.168,0.376,119.993,audio_features,4lKA7msPm2tcRStLLcIqd8,https://api.spotify.com/v1/tracks/4lKA7msPm2tcRStLLcIqd8,https://api.spotify.com/v1/audio-analysis/4lKA7msPm2tcRStLLcIqd8,351000,4
Song Beneath The Song,Maria Taylor,spotify:track:1gBCMFjPpukTeRhAshfPiu,0.529,0.651,4,-8.861,1,0.0379,0.00275,0.842,0.119,0.548,108.078,audio_features,1gBCMFjPpukTeRhAshfPiu,https://api.spotify.com/v1/tracks/1gBCMFjPpukTeRhAshfPiu,https://api.spotify.com/v1/audio-analysis/1gBCMFjPpukTeRhAshfPiu,239707,4
One For The Shareholder,Maria Taylor,spotify:track:7wPoCwDNHNcJHG0baZNVnN,0.768,0.696,7,-7.982,1,0.0519,0.0511,0.000127,0.154,0.885,130.094,audio_features,7wPoCwDNHNcJHG0baZNVnN,https://api.spotify.com/v1/tracks/7wPoCwDNHNcJHG0baZNVnN,https://api.spotify.com/v1/audio-analysis/7wPoCwDNHNcJHG0baZNVnN,206600,4
Paid In Full - Seven Minutes Of Madness - The Coldcut Remix,Eric B. & Rakim,spotify:track:7vaGequwI1SWTKGJes1ey7,0.797,0.63,4,-10.742,0,0.137,0.00794,0.173,0.198,0.301,98.207,audio_features,7vaGequwI1SWTKGJes1ey7,https://api.spotify.com/v1/tracks/7vaGequwI1SWTKGJes1ey7,https://api.spotify.com/v1/audio-analysis/7vaGequwI1SWTKGJes1ey7,428467,4
Young Hearts Run Free,Candi Staton,spotify:track:4A6GfgTVvJOnZPLHta1jXM,0.646,0.693,7,-8.08,0,0.0436,0.162,5.7e-06,0.263,0.825,115.516,audio_features,4A6GfgTVvJOnZPLHta1jXM,https://api.spotify.com/v1/tracks/4A6GfgTVvJOnZPLHta1jXM,https://api.spotify.com/v1/audio-analysis/4A6GfgTVvJOnZPLHta1jXM,249293,4
"Weekend - 12"" Extended Version",Phreek,spotify:track:755gfYHSMoS4kPEJLRM3Lo,0.663,0.974,10,-3.866,0,0.0669,0.118,0.108,0.0191,0.577,127.907,audio_features,755gfYHSMoS4kPEJLRM3Lo,https://api.spotify.com/v1/tracks/755gfYHSMoS4kPEJLRM3Lo,https://api.spotify.com/v1/audio-analysis/755gfYHSMoS4kPEJLRM3Lo,493213,4
Mucha lucha,Chicos de Barrio,spotify:track:5PL9tfATuCPcAg6oOIdC21,0.808,0.914,0,-6.242,1,0.0704,0.0441,0.0793,0.143,0.919,123.973,audio_features,5PL9tfATuCPcAg6oOIdC21,https://api.spotify.com/v1/tracks/5PL9tfATuCPcAg6oOIdC21,https://api.spotify.com/v1/audio-analysis/5PL9tfATuCPcAg6oOIdC21,179027,4
The Rubberband Man,The Spinners,spotify:track:4ddm5oAD15MYinSuX1mcN4,0.821,0.611,10,-9.795,1,0.0555,0.414,0.000152,0.0943,0.96,97.264,audio_features,4ddm5oAD15MYinSuX1mcN4,https://api.spotify.com/v1/tracks/4ddm5oAD15MYinSuX1mcN4,https://api.spotify.com/v1/audio-analysis/4ddm5oAD15MYinSuX1mcN4,444133,4
"Bad for Me - !2"" Mix Version",Dee Dee Bridgewater,spotify:track:4hnlPh7w3db7gXnFnaPCn6,0.711,0.897,8,-7.097,0,0.0334,0.0155,0.0329,0.213,0.964,130.047,audio_features,4hnlPh7w3db7gXnFnaPCn6,https://api.spotify.com/v1/tracks/4hnlPh7w3db7gXnFnaPCn6,https://api.spotify.com/v1/audio-analysis/4hnlPh7w3db7gXnFnaPCn6,511307,4
Ghetto Heaven - Soul II Soul Remix,The Family Stand,spotify:track:05r2P9CQhWo0JOURDqGBU7,0.773,0.578,1,-15.916,1,0.0547,0.00244,0.00643,0.0758,0.6,104.027,audio_features,05r2P9CQhWo0JOURDqGBU7,https://api.spotify.com/v1/tracks/05r2P9CQhWo0JOURDqGBU7,https://api.spotify.com/v1/audio-analysis/05r2P9CQhWo0JOURDqGBU7,294307,4
Salsa House,Richie Rich,spotify:track:3GHL62e85gmfbltPkm44My,0.753,0.979,10,-10.023,0,0.0449,0.0401,0.654,0.0606,0.735,120.542,audio_features,3GHL62e85gmfbltPkm44My,https://api.spotify.com/v1/tracks/3GHL62e85gmfbltPkm44My,https://api.spotify.com/v1/audio-analysis/3GHL62e85gmfbltPkm44My,419009,4
Doctor Love,First Choice,spotify:track:6G8s19BainATJIjqIwXcre,0.551,0.661,8,-10.047,1,0.0351,0.00484,0.00967,0.148,0.753,118.37,audio_features,6G8s19BainATJIjqIwXcre,https://api.spotify.com/v1/tracks/6G8s19BainATJIjqIwXcre,https://api.spotify.com/v1/audio-analysis/6G8s19BainATJIjqIwXcre,500200,4
Europa And The Pirate Twins - Extended Version,Thomas Dolby,spotify:track:3kJrJWtA0CVefMiO9vMoyl,0.552,0.808,5,-9.891,1,0.0358,0.00701,0.0763,0.313,0.691,99.413,audio_features,3kJrJWtA0CVefMiO9vMoyl,https://api.spotify.com/v1/tracks/3kJrJWtA0CVefMiO9vMoyl,https://api.spotify.com/v1/audio-analysis/3kJrJWtA0CVefMiO9vMoyl,243493,4
Gute Nacht Freunde,Reinhard Mey,spotify:track:3GDLtXFmD1He894ANKjHi9,0.551,0.248,7,-18.057,1,0.0595,0.941,0.00245,0.688,0.286,100.005,audio_features,3GDLtXFmD1He894ANKjHi9,https://api.spotify.com/v1/tracks/3GDLtXFmD1He894ANKjHi9,https://api.spotify.com/v1/audio-analysis/3GDLtXFmD1He894ANKjHi9,149307,3
(For God's Sake) Give More Power To The People,The Chi-Lites,spotify:track:2KiHyIQeBysAuz3YP0Yk3x,0.751,0.527,11,-14.294,1,0.0574,0.202,0.0,0.0953,0.449,97.814,audio_features,2KiHyIQeBysAuz3YP0Yk3x,https://api.spotify.com/v1/tracks/2KiHyIQeBysAuz3YP0Yk3x,https://api.spotify.com/v1/audio-analysis/2KiHyIQeBysAuz3YP0Yk3x,227427,4
Make Up Your Mind,Swayzak,spotify:track:6ZsF9tXwcoBbYoJrrL9SKW,0.753,0.639,9,-10.234,0,0.0812,0.0817,0.208,0.355,0.491,125.993,audio_features,6ZsF9tXwcoBbYoJrrL9SKW,https://api.spotify.com/v1/tracks/6ZsF9tXwcoBbYoJrrL9SKW,https://api.spotify.com/v1/audio-analysis/6ZsF9tXwcoBbYoJrrL9SKW,283747,4
(Are You Ready) Do The Bus Stop,Fatback Band,spotify:track:57DVHyZzqUz1Ha0QXzJ46A,0.608,0.853,0,-9.75,1,0.0342,0.00235,0.365,0.0751,0.961,108.927,audio_features,57DVHyZzqUz1Ha0QXzJ46A,https://api.spotify.com/v1/tracks/57DVHyZzqUz1Ha0QXzJ46A,https://api.spotify.com/v1/audio-analysis/57DVHyZzqUz1Ha0QXzJ46A,197000,4
Gotta Get My Hands On Some (Money),Fatback Band,spotify:track:1hU8S5y2DLpRYXOBKCy07T,0.797,0.762,7,-8.811,0,0.134,0.226,0.407,0.318,0.753,118.828,audio_features,1hU8S5y2DLpRYXOBKCy07T,https://api.spotify.com/v1/tracks/1hU8S5y2DLpRYXOBKCy07T,https://api.spotify.com/v1/audio-analysis/1hU8S5y2DLpRYXOBKCy07T,227533,4
